CMDLINE /usr/bin/python3 videoToText.py
MEM 862.011719 1715774136.9732
MEM 862.011719 1715774137.0735
MEM 862.011719 1715774137.1737
MEM 862.011719 1715774137.2740
MEM 862.011719 1715774137.3743
MEM 862.011719 1715774137.4745
MEM 862.011719 1715774137.5748
MEM 862.011719 1715774137.6751
MEM 862.011719 1715774137.7754
MEM 862.011719 1715774137.8757
MEM 862.011719 1715774137.9759
MEM 862.011719 1715774138.0762
MEM 862.011719 1715774138.1769
MEM 862.011719 1715774138.2772
MEM 862.011719 1715774138.3775
MEM 862.011719 1715774138.4778
MEM 862.011719 1715774138.5780
MEM 862.011719 1715774138.6783
MEM 862.011719 1715774138.7786
MEM 862.011719 1715774138.8789
MEM 862.011719 1715774138.9792
MEM 862.011719 1715774139.0794
MEM 862.011719 1715774139.1797
MEM 862.011719 1715774139.2800
MEM 862.011719 1715774139.3803
MEM 862.011719 1715774139.4805
MEM 862.011719 1715774139.5808
MEM 862.011719 1715774139.6811
MEM 862.011719 1715774139.7813
MEM 862.011719 1715774139.8816
MEM 862.011719 1715774139.9819
MEM 862.011719 1715774140.0822
MEM 862.011719 1715774140.1825
MEM 862.011719 1715774140.2827
MEM 862.136719 1715774140.3862
MEM 862.136719 1715774140.4865
MEM 862.136719 1715774140.5867
MEM 862.136719 1715774140.6869
MEM 862.136719 1715774140.7872
MEM 862.136719 1715774140.8875
MEM 862.136719 1715774140.9878
MEM 862.136719 1715774141.0880
MEM 862.136719 1715774141.1883
MEM 862.136719 1715774141.2886
MEM 862.136719 1715774141.3889
MEM 862.136719 1715774141.4891
MEM 862.136719 1715774141.5894
MEM 862.136719 1715774141.6897
MEM 862.136719 1715774141.7899
MEM 862.136719 1715774141.8902
MEM 862.136719 1715774141.9905
MEM 862.136719 1715774142.0907
MEM 862.136719 1715774142.1910
MEM 862.511719 1715774142.2913
MEM 862.511719 1715774142.3915
MEM 862.511719 1715774142.4918
MEM 862.511719 1715774142.5921
MEM 862.511719 1715774142.6924
MEM 862.511719 1715774142.7926
MEM 862.511719 1715774142.8929
MEM 862.511719 1715774142.9932
MEM 864.261719 1715774143.0935
MEM 864.636719 1715774143.1937
MEM 864.761719 1715774143.2940
MEM 864.761719 1715774143.3943
MEM 864.761719 1715774143.4946
MEM 864.761719 1715774143.5948
MEM 864.761719 1715774143.6951
MEM 864.761719 1715774143.7954
MEM 864.761719 1715774143.8956
MEM 864.761719 1715774143.9959
MEM 864.761719 1715774144.0962
MEM 864.761719 1715774144.1964
MEM 864.761719 1715774144.2967
MEM 864.761719 1715774144.3969
MEM 864.761719 1715774144.4972
MEM 864.761719 1715774144.5975
MEM 864.761719 1715774144.6977
MEM 864.761719 1715774144.7980
MEM 864.761719 1715774144.8983
MEM 864.761719 1715774144.9986
MEM 864.761719 1715774145.0988
MEM 864.761719 1715774145.1991
MEM 864.761719 1715774145.2994
MEM 864.761719 1715774145.3997
MEM 864.761719 1715774145.5034
MEM 864.761719 1715774145.6037
MEM 864.761719 1715774145.7039
MEM 864.761719 1715774145.8042
MEM 864.761719 1715774145.9045
MEM 864.886719 1715774146.0056
MEM 864.886719 1715774146.1059
MEM 864.886719 1715774146.2062
MEM 864.886719 1715774146.3064
MEM 864.886719 1715774146.4067
MEM 864.886719 1715774146.5070
MEM 864.886719 1715774146.6073
MEM 864.886719 1715774146.7076
MEM 864.886719 1715774146.8079
MEM 864.886719 1715774146.9082
MEM 864.886719 1715774147.0085
MEM 864.886719 1715774147.1087
MEM 864.886719 1715774147.2090
MEM 864.886719 1715774147.3093
MEM 864.886719 1715774147.4096
MEM 864.886719 1715774147.5098
MEM 864.886719 1715774147.6101
MEM 864.886719 1715774147.7104
MEM 864.886719 1715774147.8107
MEM 864.886719 1715774147.9110
MEM 864.886719 1715774148.0112
MEM 864.886719 1715774148.1115
MEM 864.886719 1715774148.2118
MEM 864.886719 1715774148.3120
MEM 864.886719 1715774148.4123
MEM 864.886719 1715774148.5126
MEM 864.886719 1715774148.6129
MEM 864.886719 1715774148.7131
MEM 864.886719 1715774148.8134
MEM 864.886719 1715774148.9137
MEM 864.886719 1715774149.0140
MEM 864.886719 1715774149.1143
MEM 865.011719 1715774149.2146
MEM 865.011719 1715774149.3148
MEM 865.011719 1715774149.4151
MEM 865.011719 1715774149.5154
MEM 865.011719 1715774149.6156
MEM 865.011719 1715774149.7159
MEM 865.011719 1715774149.8162
MEM 865.011719 1715774149.9164
MEM 865.011719 1715774150.0167
MEM 865.011719 1715774150.1170
MEM 814.390625 1715774150.2173
MEM 814.390625 1715774150.3176
MEM 814.390625 1715774150.4179
MEM 814.390625 1715774150.5181
MEM 814.390625 1715774150.6217
MEM 814.390625 1715774150.7219
MEM 814.890625 1715774150.8222
MEM 814.890625 1715774150.9225
MEM 814.890625 1715774151.0228
MEM 814.890625 1715774151.1230
MEM 814.890625 1715774151.2233
MEM 814.890625 1715774151.3236
MEM 814.890625 1715774151.4239
MEM 815.015625 1715774151.5242
MEM 815.015625 1715774151.6244
MEM 815.015625 1715774151.7247
MEM 815.015625 1715774151.8250
MEM 815.015625 1715774151.9252
MEM 815.015625 1715774152.0255
MEM 815.015625 1715774152.1258
MEM 815.015625 1715774152.2260
MEM 815.015625 1715774152.3263
MEM 816.015625 1715774152.4266
MEM 816.765625 1715774152.5269
MEM 854.890625 1715774152.6307
MEM 873.640625 1715774152.7310
MEM 892.390625 1715774152.8312
MEM 892.390625 1715774152.9317
MEM 892.390625 1715774153.0347
MEM 892.390625 1715774153.1350
MEM 892.390625 1715774153.2352
MEM 892.390625 1715774153.3355
MEM 892.390625 1715774153.4358
MEM 892.390625 1715774153.5361
MEM 892.390625 1715774153.6364
MEM 892.390625 1715774153.7367
MEM 892.390625 1715774153.8369
MEM 892.390625 1715774153.9372
MEM 892.390625 1715774154.0375
MEM 892.390625 1715774154.1378
MEM 892.390625 1715774154.2381
MEM 892.390625 1715774154.3384
MEM 892.390625 1715774154.4387
MEM 892.390625 1715774154.5389
MEM 892.390625 1715774154.6392
MEM 892.390625 1715774154.7395
MEM 845.757812 1715774154.8398
MEM 845.757812 1715774154.9401
MEM 845.757812 1715774155.0404
MEM 845.757812 1715774155.1407
MEM 845.757812 1715774155.2409
MEM 845.757812 1715774155.3412
MEM 845.757812 1715774155.4415
MEM 845.757812 1715774155.5418
MEM 845.757812 1715774155.6420
MEM 845.757812 1715774155.7424
MEM 845.757812 1715774155.8426
MEM 845.757812 1715774155.9429
MEM 845.757812 1715774156.0432
MEM 845.757812 1715774156.1435
MEM 845.757812 1715774156.2438
MEM 845.757812 1715774156.3441
MEM 845.757812 1715774156.4444
MEM 845.757812 1715774156.5446
MEM 845.757812 1715774156.6449
MEM 845.757812 1715774156.7452
MEM 845.757812 1715774156.8455
MEM 845.757812 1715774156.9458
MEM 845.757812 1715774157.0461
MEM 845.757812 1715774157.1464
MEM 845.757812 1715774157.2466
MEM 845.757812 1715774157.3469
MEM 845.757812 1715774157.4472
MEM 845.757812 1715774157.5475
MEM 845.757812 1715774157.6478
MEM 845.757812 1715774157.7481
MEM 845.757812 1715774157.8483
MEM 845.757812 1715774157.9486
MEM 845.757812 1715774158.0489
MEM 845.757812 1715774158.1492
MEM 845.757812 1715774158.2495
MEM 845.757812 1715774158.3497
MEM 845.757812 1715774158.4500
MEM 845.757812 1715774158.5503
MEM 845.757812 1715774158.6506
MEM 845.757812 1715774158.7508
MEM 845.757812 1715774158.8511
MEM 845.757812 1715774158.9514
MEM 845.757812 1715774159.0517
MEM 845.757812 1715774159.1519
MEM 845.757812 1715774159.2522
MEM 845.757812 1715774159.3525
MEM 845.757812 1715774159.4528
MEM 845.757812 1715774159.5530
MEM 845.757812 1715774159.6533
MEM 845.757812 1715774159.7536
MEM 845.757812 1715774159.8538
MEM 845.757812 1715774159.9541
MEM 845.757812 1715774160.0544
MEM 845.757812 1715774160.1546
MEM 845.757812 1715774160.2549
MEM 845.757812 1715774160.3552
MEM 845.757812 1715774160.4554
MEM 845.757812 1715774160.5557
MEM 845.757812 1715774160.6560
MEM 845.757812 1715774160.7563
MEM 845.757812 1715774160.8566
MEM 845.757812 1715774160.9568
MEM 845.757812 1715774161.0571
MEM 845.757812 1715774161.1574
MEM 845.757812 1715774161.2577
MEM 845.757812 1715774161.3579
MEM 845.757812 1715774161.4582
MEM 845.757812 1715774161.5584
MEM 845.757812 1715774161.6587
MEM 845.757812 1715774161.7589
MEM 845.757812 1715774161.8592
MEM 845.757812 1715774161.9595
MEM 845.757812 1715774162.0598
MEM 845.757812 1715774162.1600
MEM 845.757812 1715774162.2603
MEM 845.757812 1715774162.3606
MEM 845.757812 1715774162.4608
MEM 845.757812 1715774162.5611
MEM 845.757812 1715774162.6613
MEM 845.757812 1715774162.7616
MEM 845.757812 1715774162.8619
MEM 845.757812 1715774162.9621
MEM 845.757812 1715774163.0624
MEM 845.757812 1715774163.1626
MEM 845.757812 1715774163.2629
MEM 845.757812 1715774163.3632
MEM 845.757812 1715774163.4634
MEM 845.757812 1715774163.5637
MEM 845.757812 1715774163.6640
MEM 845.757812 1715774163.7642
MEM 845.757812 1715774163.8645
MEM 845.757812 1715774163.9648
MEM 845.757812 1715774164.0651
MEM 845.757812 1715774164.1654
MEM 845.757812 1715774164.2657
MEM 845.757812 1715774164.3659
MEM 845.757812 1715774164.4662
MEM 845.757812 1715774164.5665
MEM 845.757812 1715774164.6668
MEM 845.757812 1715774164.7671
MEM 845.757812 1715774164.8674
MEM 845.757812 1715774164.9676
MEM 845.757812 1715774165.0679
MEM 845.757812 1715774165.1682
MEM 845.757812 1715774165.2685
MEM 845.757812 1715774165.3687
MEM 845.757812 1715774165.4690
MEM 845.757812 1715774165.5693
MEM 845.757812 1715774165.6695
MEM 845.757812 1715774165.7698
MEM 845.757812 1715774165.8701
MEM 845.757812 1715774165.9704
MEM 845.757812 1715774166.0707
MEM 845.757812 1715774166.1709
MEM 845.757812 1715774166.2712
MEM 845.757812 1715774166.3714
MEM 845.757812 1715774166.4717
MEM 845.757812 1715774166.5720
MEM 845.757812 1715774166.6722
MEM 845.757812 1715774166.7725
MEM 845.757812 1715774166.8728
MEM 845.757812 1715774166.9731
MEM 845.757812 1715774167.0733
MEM 845.757812 1715774167.1736
MEM 845.757812 1715774167.2739
MEM 845.757812 1715774167.3742
MEM 845.757812 1715774167.4744
MEM 845.757812 1715774167.5746
MEM 845.757812 1715774167.6749
MEM 845.757812 1715774167.7752
MEM 845.757812 1715774167.8755
MEM 845.757812 1715774167.9758
MEM 845.757812 1715774168.0760
MEM 845.757812 1715774168.1763
MEM 845.757812 1715774168.2766
MEM 845.757812 1715774168.3769
MEM 845.757812 1715774168.4771
MEM 845.757812 1715774168.5774
MEM 845.757812 1715774168.6777
MEM 845.757812 1715774168.7780
MEM 845.757812 1715774168.8782
MEM 845.757812 1715774168.9785
MEM 845.757812 1715774169.0788
MEM 845.757812 1715774169.1791
MEM 845.757812 1715774169.2794
MEM 845.757812 1715774169.3796
MEM 845.757812 1715774169.4799
MEM 845.757812 1715774169.5802
MEM 845.757812 1715774169.6805
MEM 845.757812 1715774169.7807
MEM 845.757812 1715774169.8810
MEM 845.757812 1715774169.9813
MEM 845.757812 1715774170.0816
MEM 845.757812 1715774170.1818
MEM 845.757812 1715774170.2821
MEM 845.757812 1715774170.3823
MEM 845.757812 1715774170.4826
MEM 845.757812 1715774170.5829
MEM 845.757812 1715774170.6832
MEM 845.757812 1715774170.7835
MEM 845.757812 1715774170.8838
MEM 845.757812 1715774170.9841
MEM 845.757812 1715774171.0845
MEM 845.757812 1715774171.1847
MEM 845.757812 1715774171.2849
MEM 845.757812 1715774171.3852
MEM 845.757812 1715774171.4855
MEM 845.757812 1715774171.5858
MEM 845.757812 1715774171.6861
MEM 845.757812 1715774171.7864
MEM 845.757812 1715774171.8867
MEM 845.757812 1715774172.0060
MEM 845.757812 1715774172.1063
MEM 845.757812 1715774172.2066
MEM 858.507812 1715774172.3069
MEM 873.757812 1715774172.4072
MEM 892.382812 1715774172.5075
MEM 892.382812 1715774172.6078
MEM 892.382812 1715774172.7081
MEM 892.382812 1715774172.8084
MEM 892.382812 1715774172.9087
MEM 892.382812 1715774173.0090
MEM 892.382812 1715774173.1093
MEM 892.382812 1715774173.2095
MEM 892.382812 1715774173.3098
MEM 892.382812 1715774173.4101
MEM 892.382812 1715774173.5104
MEM 892.382812 1715774173.6106
MEM 892.382812 1715774173.7110
MEM 892.382812 1715774173.8112
MEM 892.382812 1715774173.9115
MEM 892.382812 1715774174.0124
MEM 826.992188 1715774174.1147
MEM 826.992188 1715774174.2199
MEM 826.992188 1715774174.3202
MEM 826.992188 1715774174.4205
MEM 826.992188 1715774174.5227
MEM 826.992188 1715774174.6307
MEM 826.992188 1715774174.7309
MEM 826.992188 1715774174.8407
MEM 826.992188 1715774174.9410
MEM 826.992188 1715774175.0427
MEM 826.992188 1715774175.1467
MEM 826.992188 1715774175.2507
MEM 826.992188 1715774175.3547
MEM 826.992188 1715774175.4550
MEM 826.992188 1715774175.5577
MEM 826.992188 1715774175.6580
MEM 826.992188 1715774175.7583
MEM 826.992188 1715774175.8586
MEM 826.992188 1715774175.9614
MEM 826.992188 1715774176.0627
MEM 826.992188 1715774176.1667
MEM 826.992188 1715774176.2707
MEM 826.992188 1715774176.3792
MEM 826.992188 1715774176.4834
MEM 826.992188 1715774176.5866
MEM 826.992188 1715774176.6870
MEM 826.992188 1715774176.7873
MEM 826.992188 1715774176.8876
MEM 826.992188 1715774176.9879
MEM 826.992188 1715774177.0882
MEM 826.992188 1715774177.1884
MEM 826.992188 1715774177.2887
MEM 826.992188 1715774177.3890
MEM 826.992188 1715774177.4893
MEM 826.992188 1715774177.5896
MEM 826.992188 1715774177.6907
MEM 826.992188 1715774177.7987
MEM 826.992188 1715774177.8990
MEM 826.992188 1715774177.9993
MEM 826.992188 1715774178.0996
MEM 826.992188 1715774178.1999
MEM 826.992188 1715774178.3002
MEM 826.992188 1715774178.4005
MEM 826.992188 1715774178.5147
MEM 826.992188 1715774178.6150
MEM 826.992188 1715774178.7187
MEM 826.992188 1715774178.8190
MEM 826.992188 1715774178.9193
MEM 826.992188 1715774179.0195
MEM 826.992188 1715774179.1214
MEM 826.992188 1715774179.2217
MEM 826.992188 1715774179.3220
MEM 826.992188 1715774179.4223
MEM 826.992188 1715774179.5226
MEM 826.992188 1715774179.6229
MEM 826.992188 1715774179.7231
MEM 826.992188 1715774179.8234
MEM 826.992188 1715774179.9237
MEM 826.992188 1715774180.0240
MEM 826.992188 1715774180.1243
MEM 826.992188 1715774180.2247
MEM 826.992188 1715774180.3250
MEM 826.992188 1715774180.4253
MEM 826.992188 1715774180.5267
MEM 854.992188 1715774180.6270
MEM 873.617188 1715774180.7273
MEM 892.492188 1715774180.8276
MEM 852.019531 1715774180.9279
MEM 852.019531 1715774181.0282
MEM 852.019531 1715774181.1285
MEM 852.019531 1715774181.2289
MEM 852.019531 1715774181.3292
MEM 869.644531 1715774181.4334
MEM 892.519531 1715774181.5337
MEM 892.519531 1715774181.6340
MEM 817.757812 1715774181.7343
MEM 817.757812 1715774181.8346
MEM 826.757812 1715774181.9349
MEM 826.757812 1715774182.0352
MEM 854.882812 1715774182.1430
MEM 892.507812 1715774182.2434
MEM 892.507812 1715774182.3437
MEM 826.886719 1715774182.4441
MEM 826.886719 1715774182.5443
MEM 826.886719 1715774182.6446
MEM 826.886719 1715774182.7450
MEM 855.136719 1715774182.8453
MEM 873.636719 1715774182.9456
MEM 892.636719 1715774183.0459
MEM 892.636719 1715774183.1462
MEM 826.765625 1715774183.2465
MEM 826.765625 1715774183.3468
MEM 833.765625 1715774183.4472
MEM 834.515625 1715774183.5475
MEM 855.640625 1715774183.6502
MEM 893.140625 1715774183.7505
MEM 893.140625 1715774183.8508
MEM 893.140625 1715774183.9511
MEM 827.550781 1715774184.0514
MEM 827.550781 1715774184.1519
MEM 827.550781 1715774184.2522
MEM 827.550781 1715774184.3525
MEM 874.425781 1715774184.4528
MEM 893.175781 1715774184.5531
MEM 893.175781 1715774184.6534
MEM 818.335938 1715774184.7538
MEM 818.335938 1715774184.8541
MEM 818.335938 1715774184.9544
MEM 818.335938 1715774185.0547
MEM 827.460938 1715774185.1550
MEM 827.460938 1715774185.2553
MEM 827.460938 1715774185.3556
MEM 874.460938 1715774185.4559
MEM 893.210938 1715774185.5572
MEM 893.210938 1715774185.6611
MEM 893.210938 1715774185.7615
MEM 827.718750 1715774185.8619
MEM 827.718750 1715774185.9622
MEM 827.718750 1715774186.0628
MEM 827.718750 1715774186.1631
MEM 874.468750 1715774186.2634
MEM 893.218750 1715774186.3636
MEM 893.218750 1715774186.4639
MEM 893.218750 1715774186.5680
MEM 893.218750 1715774186.6683
MEM 893.218750 1715774186.7686
MEM 818.406250 1715774186.8689
MEM 819.031250 1715774186.9692
MEM 819.156250 1715774187.0695
MEM 819.156250 1715774187.1699
MEM 819.406250 1715774187.2702
MEM 819.406250 1715774187.3706
MEM 819.656250 1715774187.4709
MEM 819.906250 1715774187.5712
MEM 857.281250 1715774187.6717
MEM 838.765625 1715774187.7721
MEM 838.765625 1715774187.8724
MEM 838.765625 1715774187.9727
MEM 838.765625 1715774188.0731
MEM 857.265625 1715774188.1735
MEM 876.015625 1715774188.2759
MEM 829.128906 1715774188.3763
MEM 829.128906 1715774188.4766
MEM 829.128906 1715774188.5784
MEM 829.128906 1715774188.6787
MEM 857.253906 1715774188.7790
MEM 894.753906 1715774188.8793
MEM 894.753906 1715774188.9796
MEM 894.753906 1715774189.0800
MEM 838.722656 1715774189.1802
MEM 838.722656 1715774189.2809
MEM 838.722656 1715774189.3812
MEM 838.722656 1715774189.4815
MEM 838.722656 1715774189.5819
MEM 876.097656 1715774189.6823
MEM 894.722656 1715774189.7829
MEM 819.910156 1715774189.8832
MEM 829.160156 1715774189.9835
MEM 829.160156 1715774190.0838
MEM 829.160156 1715774190.1842
MEM 876.160156 1715774190.2845
MEM 894.660156 1715774190.3848
MEM 894.660156 1715774190.4851
MEM 894.660156 1715774190.5853
MEM 848.003906 1715774190.6856
MEM 848.003906 1715774190.7860
MEM 848.003906 1715774190.8863
MEM 848.003906 1715774190.9867
MEM 857.253906 1715774191.0870
MEM 875.878906 1715774191.1873
MEM 894.878906 1715774191.2876
MEM 894.878906 1715774191.3879
MEM 820.062500 1715774191.4884
MEM 820.062500 1715774191.5889
MEM 829.062500 1715774191.6899
MEM 829.062500 1715774191.7903
MEM 857.312500 1715774191.8906
MEM 876.062500 1715774191.9909
MEM 894.687500 1715774192.0913
MEM 894.687500 1715774192.1916
MEM 829.156250 1715774192.2921
MEM 829.156250 1715774192.3925
MEM 829.156250 1715774192.4928
MEM 829.156250 1715774192.5931
MEM 857.281250 1715774192.6942
MEM 894.781250 1715774192.7945
MEM 894.781250 1715774192.8948
MEM 894.781250 1715774192.9951
MEM 848.050781 1715774193.0954
MEM 848.050781 1715774193.1957
MEM 848.050781 1715774193.2961
MEM 848.050781 1715774193.3964
MEM 875.925781 1715774193.4967
MEM 894.800781 1715774193.5969
MEM 820.023438 1715774193.6973
MEM 820.023438 1715774193.7976
MEM 820.023438 1715774193.8978
MEM 820.023438 1715774193.9982
MEM 829.148438 1715774194.0985
MEM 829.273438 1715774194.1988
MEM 829.273438 1715774194.2992
MEM 857.398438 1715774194.3996
MEM 876.148438 1715774194.4999
MEM 894.898438 1715774194.6002
MEM 894.898438 1715774194.7018
MEM 829.492188 1715774194.8022
MEM 838.617188 1715774194.9025
MEM 838.617188 1715774195.0029
MEM 838.617188 1715774195.1035
MEM 838.617188 1715774195.2038
MEM 838.742188 1715774195.3042
MEM 838.742188 1715774195.4045
MEM 838.742188 1715774195.5048
MEM 838.742188 1715774195.6052
MEM 838.992188 1715774195.7055
MEM 876.492188 1715774195.8059
MEM 876.492188 1715774195.9062
MEM 820.460938 1715774196.0065
MEM 820.460938 1715774196.1068
MEM 857.835938 1715774196.2071
MEM 876.585938 1715774196.3221
MEM 839.277344 1715774196.4224
MEM 839.277344 1715774196.5226
MEM 839.277344 1715774196.6267
MEM 839.277344 1715774196.7270
MEM 839.277344 1715774196.8294
MEM 839.277344 1715774196.9298
MEM 876.652344 1715774197.0303
MEM 895.277344 1715774197.1307
MEM 895.277344 1715774197.2311
MEM 895.277344 1715774197.3315
MEM 895.277344 1715774197.4387
MEM 895.277344 1715774197.5427
MEM 857.937500 1715774197.6430
MEM 842.191406 1715774197.7433
MEM 820.437500 1715774197.8436
MEM 857.812500 1715774197.9447
MEM 895.312500 1715774198.0452
MEM 895.312500 1715774198.1456
MEM 895.312500 1715774198.2458
MEM 820.441406 1715774198.3587
MEM 820.441406 1715774198.4590
MEM 829.566406 1715774198.5627
MEM 829.566406 1715774198.6639
MEM 857.691406 1715774198.7642
MEM 895.191406 1715774198.8645
MEM 839.164062 1715774198.9673
MEM 839.164062 1715774199.0676
MEM 839.164062 1715774199.1679
MEM 839.164062 1715774199.2682
MEM 839.164062 1715774199.3685
MEM 857.789062 1715774199.4688
MEM 876.539062 1715774199.5691
MEM 876.539062 1715774199.6787
MEM 895.289062 1715774199.7867
MEM 895.289062 1715774199.8870
MEM 829.601562 1715774199.9873
MEM 829.601562 1715774200.0877
MEM 829.601562 1715774200.1880
MEM 846.601562 1715774200.2883
MEM 876.476562 1715774200.3886
MEM 895.351562 1715774200.4889
MEM 858.011719 1715774200.5898
MEM 858.011719 1715774200.6901
MEM 858.011719 1715774200.7904
MEM 820.519531 1715774200.8907
MEM 820.519531 1715774200.9910
MEM 857.894531 1715774201.0913
MEM 876.519531 1715774201.1987
MEM 895.144531 1715774201.2990
MEM 895.144531 1715774201.4132
MEM 857.832031 1715774201.5135
MEM 857.832031 1715774201.6138
MEM 857.832031 1715774201.7141
MEM 820.375000 1715774201.8144
MEM 845.250000 1715774201.9147
MEM 895.250000 1715774202.0191
MEM 857.996094 1715774202.1194
MEM 857.996094 1715774202.2197
MEM 857.996094 1715774202.3200
MEM 857.996094 1715774202.4202
MEM 857.996094 1715774202.5205
MEM 820.617188 1715774202.6208
MEM 820.617188 1715774202.7212
MEM 853.242188 1715774202.8215
MEM 876.492188 1715774202.9218
MEM 826.714844 1715774203.0221
MEM 826.714844 1715774203.1225
MEM 827.339844 1715774203.2226
MEM 827.339844 1715774203.3230
MEM 827.339844 1715774203.4233
MEM 827.339844 1715774203.5236
MEM 827.339844 1715774203.6239
MEM 827.339844 1715774203.7242
MEM 827.339844 1715774203.8245
MEM 827.339844 1715774203.9248
MEM 895.214844 1715774204.0387
MEM 848.535156 1715774204.1390
MEM 848.535156 1715774204.2392
MEM 848.535156 1715774204.3400
MEM 848.535156 1715774204.4403
MEM 848.535156 1715774204.5406
MEM 848.535156 1715774204.6408
MEM 857.660156 1715774204.7413
MEM 895.160156 1715774204.8416
MEM 895.160156 1715774204.9419
MEM 895.160156 1715774205.0427
MEM 895.160156 1715774205.1430
MEM 895.160156 1715774205.2433
MEM 895.160156 1715774205.3436
MEM 820.351562 1715774205.4439
MEM 839.101562 1715774205.5442
MEM 876.601562 1715774205.6445
MEM 895.226562 1715774205.7448
MEM 895.226562 1715774205.8451
MEM 829.828125 1715774205.9454
MEM 829.828125 1715774206.0457
MEM 838.953125 1715774206.1460
MEM 838.953125 1715774206.2463
MEM 853.078125 1715774206.3488
MEM 857.703125 1715774206.4495
MEM 876.453125 1715774206.5498
MEM 895.203125 1715774206.6502
MEM 835.984375 1715774206.7505
MEM 835.984375 1715774206.8509
MEM 835.984375 1715774206.9512
MEM 835.984375 1715774207.0515
MEM 857.734375 1715774207.1521
MEM 895.234375 1715774207.2524
MEM 895.234375 1715774207.3529
MEM 895.234375 1715774207.4532
