CMDLINE /usr/bin/python3 videoToText.py
MEM 836.859375 1715768882.3776
MEM 836.859375 1715768882.4779
MEM 907.984375 1715768882.5785
MEM 833.039062 1715768882.6791
MEM 842.414062 1715768882.7795
MEM 842.414062 1715768882.8798
MEM 889.289062 1715768882.9801
MEM 926.789062 1715768883.0804
MEM 926.789062 1715768883.1807
MEM 833.039062 1715768883.2811
MEM 833.039062 1715768883.3814
MEM 842.539062 1715768883.4818
MEM 842.539062 1715768883.5821
MEM 842.539062 1715768883.6824
MEM 926.789062 1715768883.7827
MEM 851.968750 1715768883.8831
MEM 851.968750 1715768883.9834
MEM 814.464844 1715768884.0916
MEM 814.464844 1715768884.1919
MEM 909.839844 1715768884.2923
MEM 926.714844 1715768884.3926
MEM 836.187500 1715768884.4929
MEM 836.187500 1715768884.5932
MEM 836.187500 1715768884.6935
MEM 836.187500 1715768884.7938
MEM 945.562500 1715768884.9107
MEM 945.562500 1715768885.0110
MEM 842.625000 1715768885.1113
MEM 842.625000 1715768885.2115
MEM 842.625000 1715768885.3118
MEM 842.625000 1715768885.4121
MEM 842.625000 1715768885.5124
MEM 842.625000 1715768885.6128
MEM 926.875000 1715768885.7147
MEM 926.875000 1715768885.8151
MEM 833.296875 1715768885.9154
MEM 842.421875 1715768886.0157
MEM 842.421875 1715768886.1161
MEM 889.296875 1715768886.2179
MEM 926.796875 1715768886.3182
MEM 833.167969 1715768886.4186
MEM 833.167969 1715768886.5189
MEM 842.292969 1715768886.6192
MEM 842.292969 1715768886.7196
MEM 852.542969 1715768886.8227
MEM 889.417969 1715768886.9235
MEM 908.042969 1715768887.0241
MEM 832.980469 1715768887.1244
MEM 842.480469 1715768887.2247
MEM 842.480469 1715768887.3250
MEM 889.355469 1715768887.4253
MEM 907.980469 1715768887.5256
MEM 907.980469 1715768887.6259
MEM 907.980469 1715768887.7262
MEM 833.210938 1715768887.8265
MEM 833.210938 1715768887.9269
MEM 842.460938 1715768888.0273
MEM 842.460938 1715768888.1276
MEM 842.460938 1715768888.2280
MEM 907.835938 1715768888.3283
MEM 907.835938 1715768888.4287
MEM 842.324219 1715768888.5289
MEM 842.324219 1715768888.6292
MEM 842.324219 1715768888.7295
MEM 842.324219 1715768888.8299
MEM 842.324219 1715768888.9302
MEM 842.574219 1715768889.0305
MEM 842.574219 1715768889.1312
MEM 926.949219 1715768889.2317
MEM 837.140625 1715768889.3320
MEM 837.140625 1715768889.4323
MEM 837.140625 1715768889.5326
MEM 867.890625 1715768889.6329
MEM 945.765625 1715768889.7332
MEM 945.765625 1715768889.8335
MEM 945.765625 1715768889.9338
MEM 852.187500 1715768890.0342
MEM 852.187500 1715768890.1347
MEM 814.652344 1715768890.2350
MEM 814.652344 1715768890.3353
MEM 926.902344 1715768890.4357
MEM 926.902344 1715768890.5360
MEM 926.902344 1715768890.6364
MEM 833.339844 1715768890.7369
MEM 833.339844 1715768890.8372
MEM 833.339844 1715768890.9375
MEM 833.339844 1715768891.0378
MEM 889.464844 1715768891.1427
MEM 926.964844 1715768891.2430
MEM 926.964844 1715768891.3433
MEM 836.410156 1715768891.4667
MEM 836.410156 1715768891.5669
MEM 836.410156 1715768891.6673
MEM 845.660156 1715768891.7676
MEM 845.660156 1715768891.8679
MEM 926.910156 1715768891.9684
MEM 926.910156 1715768892.0687
MEM 926.910156 1715768892.1745
MEM 842.742188 1715768892.2748
MEM 842.742188 1715768892.3751
MEM 842.742188 1715768892.4754
MEM 842.742188 1715768892.5757
MEM 889.492188 1715768892.6760
MEM 926.992188 1715768892.7766
MEM 926.992188 1715768892.8771
MEM 861.542969 1715768892.9775
MEM 861.542969 1715768893.0787
MEM 861.542969 1715768893.1791
MEM 814.664062 1715768893.2795
MEM 814.664062 1715768893.3798
MEM 908.164062 1715768893.4802
MEM 908.164062 1715768893.5805
MEM 908.164062 1715768893.6808
MEM 824.222656 1715768893.7811
MEM 828.597656 1715768893.8814
MEM 828.597656 1715768893.9831
MEM 842.722656 1715768894.0834
MEM 842.722656 1715768894.1837
MEM 889.347656 1715768894.2908
MEM 926.847656 1715768894.3911
MEM 821.457031 1715768894.5018
MEM 833.332031 1715768894.6021
MEM 833.332031 1715768894.7024
MEM 842.707031 1715768894.8029
MEM 842.707031 1715768894.9032
MEM 866.457031 1715768895.0035
MEM 926.957031 1715768895.1038
MEM 876.363281 1715768895.2041
MEM 852.152344 1715768895.3044
MEM 814.648438 1715768895.4074
MEM 814.648438 1715768895.5077
MEM 887.898438 1715768895.6080
MEM 927.023438 1715768895.7083
MEM 842.777344 1715768895.8086
MEM 842.777344 1715768895.9089
MEM 842.777344 1715768896.0092
MEM 842.777344 1715768896.1095
MEM 842.777344 1715768896.2098
MEM 842.777344 1715768896.3101
MEM 842.902344 1715768896.4105
MEM 888.152344 1715768896.5146
MEM 908.402344 1715768896.6149
MEM 833.535156 1715768896.7153
MEM 833.535156 1715768896.8156
MEM 833.535156 1715768896.9159
MEM 833.535156 1715768897.0162
MEM 927.160156 1715768897.1165
MEM 927.160156 1715768897.2170
MEM 852.363281 1715768897.3173
MEM 852.363281 1715768897.4176
MEM 814.859375 1715768897.5184
MEM 814.859375 1715768897.6187
MEM 908.484375 1715768897.7198
MEM 908.484375 1715768897.8201
MEM 908.484375 1715768897.9205
MEM 908.484375 1715768898.0209
MEM 843.007812 1715768898.1212
MEM 843.007812 1715768898.2216
MEM 843.007812 1715768898.3219
MEM 889.632812 1715768898.4222
MEM 927.132812 1715768898.5227
MEM 849.230469 1715768898.6231
MEM 849.230469 1715768898.7234
MEM 849.230469 1715768898.8237
MEM 849.230469 1715768898.9239
MEM 889.605469 1715768899.0242
MEM 945.980469 1715768899.1245
MEM 945.980469 1715768899.2248
MEM 833.710938 1715768899.3251
MEM 833.710938 1715768899.4288
MEM 842.335938 1715768899.5360
MEM 842.835938 1715768899.6363
MEM 842.835938 1715768899.7366
MEM 924.960938 1715768899.8369
MEM 927.085938 1715768899.9375
MEM 842.910156 1715768900.0379
MEM 842.910156 1715768900.1382
MEM 842.910156 1715768900.2386
MEM 842.910156 1715768900.3389
MEM 927.160156 1715768900.4395
MEM 927.160156 1715768900.5398
MEM 927.160156 1715768900.6402
MEM 842.984375 1715768900.7405
MEM 842.984375 1715768900.8408
MEM 842.984375 1715768900.9411
MEM 842.984375 1715768901.0414
MEM 842.984375 1715768901.1417
MEM 850.359375 1715768901.2420
MEM 922.484375 1715768901.3423
MEM 927.109375 1715768901.4426
MEM 871.066406 1715768901.5429
MEM 871.066406 1715768901.6432
MEM 871.066406 1715768901.7435
MEM 871.066406 1715768901.8438
MEM 814.863281 1715768901.9441
MEM 814.863281 1715768902.0445
MEM 908.238281 1715768902.1450
MEM 908.238281 1715768902.2486
MEM 908.238281 1715768902.3490
MEM 843.335938 1715768902.4493
MEM 843.335938 1715768902.5496
MEM 852.210938 1715768902.6500
MEM 814.894531 1715768902.7503
MEM 869.144531 1715768902.8506
MEM 908.519531 1715768902.9587
MEM 908.519531 1715768903.0589
MEM 842.777344 1715768903.1592
MEM 842.777344 1715768903.2595
MEM 842.777344 1715768903.3613
MEM 842.777344 1715768903.4616
MEM 842.777344 1715768903.5619
MEM 842.777344 1715768903.6622
MEM 842.777344 1715768903.7625
MEM 842.777344 1715768903.8629
MEM 870.277344 1715768903.9632
MEM 927.152344 1715768904.0635
MEM 833.468750 1715768904.1638
MEM 842.843750 1715768904.2641
MEM 842.843750 1715768904.3644
MEM 870.968750 1715768904.4647
MEM 927.093750 1715768904.5653
MEM 927.093750 1715768904.6656
MEM 833.324219 1715768904.7670
MEM 833.324219 1715768904.8673
MEM 833.324219 1715768904.9678
MEM 842.824219 1715768905.0682
MEM 842.824219 1715768905.1685
MEM 945.824219 1715768905.2867
MEM 945.824219 1715768905.3870
MEM 945.824219 1715768905.4948
MEM 852.308594 1715768905.5951
MEM 852.308594 1715768905.6954
MEM 814.804688 1715768905.7957
MEM 814.804688 1715768905.8960
MEM 849.929688 1715768905.9980
MEM 927.054688 1715768906.0983
MEM 927.054688 1715768906.2050
MEM 833.500000 1715768906.3054
MEM 842.750000 1715768906.4057
MEM 842.750000 1715768906.5060
MEM 842.750000 1715768906.6063
MEM 842.750000 1715768906.7066
MEM 842.750000 1715768906.8073
MEM 842.750000 1715768906.9076
MEM 927.125000 1715768907.0081
MEM 927.125000 1715768907.1086
MEM 927.125000 1715768907.2089
MEM 842.683594 1715768907.3092
MEM 842.683594 1715768907.4095
MEM 842.683594 1715768907.5099
MEM 842.683594 1715768907.6101
MEM 888.058594 1715768907.7105
MEM 927.183594 1715768907.8109
MEM 927.183594 1715768907.9112
MEM 927.183594 1715768908.0187
MEM 852.316406 1715768908.1190
MEM 852.316406 1715768908.2193
MEM 814.812500 1715768908.3196
MEM 817.312500 1715768908.4199
MEM 927.187500 1715768908.5203
MEM 927.187500 1715768908.6206
MEM 927.187500 1715768908.7209
MEM 836.507812 1715768908.8212
MEM 836.507812 1715768908.9215
MEM 842.757812 1715768909.0232
MEM 842.757812 1715768909.1235
MEM 870.882812 1715768909.2238
MEM 927.257812 1715768909.3241
MEM 927.257812 1715768909.4245
MEM 833.285156 1715768909.5248
MEM 833.285156 1715768909.6251
MEM 833.285156 1715768909.7254
MEM 842.785156 1715768909.8257
MEM 842.785156 1715768909.9261
MEM 889.785156 1715768910.0264
MEM 927.160156 1715768910.1267
MEM 927.160156 1715768910.2278
MEM 927.160156 1715768910.3307
MEM 927.160156 1715768910.4346
MEM 855.472656 1715768910.5348
MEM 855.472656 1715768910.6352
MEM 814.898438 1715768910.7355
MEM 852.273438 1715768910.8358
MEM 927.273438 1715768910.9361
MEM 927.273438 1715768911.0364
MEM 927.273438 1715768911.1367
MEM 833.398438 1715768911.2370
MEM 833.398438 1715768911.3373
MEM 833.398438 1715768911.4377
MEM 833.398438 1715768911.5380
MEM 833.398438 1715768911.6396
MEM 833.398438 1715768911.7400
MEM 833.398438 1715768911.8407
MEM 833.398438 1715768911.9410
MEM 927.148438 1715768912.0413
MEM 842.910156 1715768912.1416
MEM 842.910156 1715768912.2419
MEM 842.910156 1715768912.3422
MEM 860.785156 1715768912.4426
MEM 908.410156 1715768912.5428
MEM 908.410156 1715768912.6443
MEM 908.410156 1715768912.7446
MEM 908.410156 1715768912.8450
MEM 908.410156 1715768912.9453
MEM 814.875000 1715768913.0455
MEM 814.875000 1715768913.1459
MEM 897.250000 1715768913.2462
MEM 927.250000 1715768913.3465
MEM 927.250000 1715768913.4468
MEM 927.250000 1715768913.5471
MEM 823.640625 1715768913.6475
MEM 833.390625 1715768913.7489
MEM 842.890625 1715768913.8492
MEM 842.890625 1715768913.9495
MEM 870.890625 1715768914.0499
MEM 917.140625 1715768914.1506
MEM 927.140625 1715768914.2534
MEM 927.140625 1715768914.3536
MEM 833.347656 1715768914.4539
MEM 833.347656 1715768914.5542
MEM 842.847656 1715768914.6545
MEM 842.847656 1715768914.7548
MEM 907.972656 1715768914.8553
MEM 927.222656 1715768914.9556
MEM 927.222656 1715768915.0559
MEM 852.382812 1715768915.1627
MEM 852.382812 1715768915.2630
MEM 861.507812 1715768915.3633
MEM 814.800781 1715768915.4636
MEM 825.550781 1715768915.5639
MEM 927.175781 1715768915.6643
MEM 889.359375 1715768915.7646
MEM 833.554688 1715768915.8649
MEM 842.804688 1715768915.9668
MEM 842.804688 1715768916.0671
MEM 908.304688 1715768916.1747
MEM 927.304688 1715768916.2750
MEM 927.304688 1715768916.3753
MEM 927.304688 1715768916.4755
MEM 833.339844 1715768916.5759
MEM 833.339844 1715768916.6762
MEM 833.339844 1715768916.7765
MEM 851.714844 1715768916.8768
MEM 927.214844 1715768916.9771
MEM 927.214844 1715768917.0774
MEM 927.214844 1715768917.1777
MEM 827.218750 1715768917.2780
MEM 833.343750 1715768917.3783
MEM 842.843750 1715768917.4786
MEM 842.843750 1715768917.5789
MEM 868.593750 1715768917.6792
MEM 908.343750 1715768917.7795
MEM 908.343750 1715768917.8798
MEM 908.343750 1715768917.9801
MEM 908.343750 1715768918.0803
MEM 842.898438 1715768918.1806
MEM 842.898438 1715768918.2810
MEM 842.898438 1715768918.3814
MEM 876.648438 1715768918.4817
MEM 908.273438 1715768918.5820
MEM 842.738281 1715768918.6823
MEM 842.738281 1715768918.7826
MEM 842.738281 1715768918.8829
MEM 842.738281 1715768918.9833
MEM 842.738281 1715768919.0844
MEM 842.738281 1715768919.1847
MEM 842.738281 1715768919.2850
MEM 927.113281 1715768919.3856
MEM 836.433594 1715768919.4859
MEM 836.433594 1715768919.5863
MEM 836.433594 1715768919.6866
MEM 836.433594 1715768919.7869
MEM 908.308594 1715768919.8872
MEM 908.308594 1715768919.9911
MEM 833.476562 1715768920.0916
MEM 833.476562 1715768920.1979
MEM 833.476562 1715768920.2982
MEM 842.726562 1715768920.3988
MEM 842.726562 1715768920.4991
MEM 843.101562 1715768920.5996
MEM 923.726562 1715768920.6999
MEM 852.398438 1715768920.8003
MEM 852.398438 1715768920.9006
MEM 814.863281 1715768921.0009
MEM 814.863281 1715768921.1012
MEM 870.488281 1715768921.2015
MEM 908.363281 1715768921.3018
MEM 908.363281 1715768921.4021
MEM 908.363281 1715768921.5024
MEM 828.855469 1715768921.6027
MEM 842.855469 1715768921.7030
MEM 842.855469 1715768921.8033
MEM 842.855469 1715768921.9036
MEM 885.480469 1715768922.0039
MEM 908.480469 1715768922.1042
MEM 843.019531 1715768922.2045
MEM 843.019531 1715768922.3050
MEM 843.019531 1715768922.4053
MEM 843.019531 1715768922.5056
MEM 908.519531 1715768922.6060
MEM 908.519531 1715768922.7063
MEM 908.519531 1715768922.8076
MEM 846.167969 1715768922.9079
MEM 846.167969 1715768923.0082
MEM 846.167969 1715768923.1084
MEM 846.167969 1715768923.2088
MEM 902.292969 1715768923.3092
MEM 927.292969 1715768923.4095
MEM 839.683594 1715768923.5098
MEM 842.808594 1715768923.6102
MEM 842.808594 1715768923.7105
MEM 867.808594 1715768923.8141
MEM 908.308594 1715768923.9147
MEM 908.308594 1715768924.0152
MEM 842.929688 1715768924.1154
MEM 842.929688 1715768924.2157
MEM 842.929688 1715768924.3161
MEM 842.929688 1715768924.4165
MEM 842.929688 1715768924.5168
MEM 927.304688 1715768924.6347
MEM 927.304688 1715768924.7459
MEM 852.464844 1715768924.8462
MEM 852.464844 1715768924.9465
MEM 852.464844 1715768925.0468
MEM 814.960938 1715768925.1515
MEM 814.960938 1715768925.2518
MEM 849.960938 1715768925.3521
MEM 898.460938 1715768925.4525
MEM 927.210938 1715768925.5528
MEM 852.402344 1715768925.6530
MEM 852.402344 1715768925.7557
MEM 852.402344 1715768925.8563
MEM 814.960938 1715768925.9566
MEM 814.960938 1715768926.0575
MEM 814.960938 1715768926.1579
MEM 814.960938 1715768926.2583
MEM 814.960938 1715768926.3586
MEM 945.835938 1715768926.4590
MEM 871.066406 1715768926.5593
MEM 871.066406 1715768926.6596
MEM 814.812500 1715768926.7599
MEM 850.937500 1715768926.8667
MEM 927.187500 1715768926.9707
MEM 927.187500 1715768927.0710
MEM 927.187500 1715768927.1717
MEM 861.738281 1715768927.2720
MEM 861.738281 1715768927.3723
MEM 814.859375 1715768927.4726
MEM 814.859375 1715768927.5729
MEM 866.359375 1715768927.6732
MEM 927.234375 1715768927.7735
MEM 927.234375 1715768927.8738
MEM 927.234375 1715768927.9741
MEM 830.273438 1715768928.0744
MEM 839.648438 1715768928.1747
MEM 842.773438 1715768928.2750
MEM 842.773438 1715768928.3753
MEM 895.023438 1715768928.4867
MEM 927.148438 1715768928.5870
MEM 852.375000 1715768928.6873
MEM 852.375000 1715768928.7877
MEM 814.871094 1715768928.8880
MEM 820.371094 1715768928.9883
MEM 927.121094 1715768929.0886
MEM 927.121094 1715768929.1893
MEM 852.320312 1715768929.2896
MEM 814.816406 1715768929.3899
MEM 814.816406 1715768929.4902
MEM 908.316406 1715768929.5948
MEM 908.316406 1715768929.6951
MEM 908.316406 1715768929.7955
MEM 833.433594 1715768929.8958
MEM 842.808594 1715768929.9961
MEM 842.808594 1715768930.0964
MEM 870.933594 1715768930.1967
MEM 927.058594 1715768930.3005
MEM 927.058594 1715768930.4008
MEM 927.058594 1715768930.5010
MEM 927.058594 1715768930.6014
MEM 833.390625 1715768930.7016
MEM 833.390625 1715768930.8019
MEM 833.390625 1715768930.9023
MEM 880.265625 1715768931.0026
MEM 927.140625 1715768931.1029
MEM 833.601562 1715768931.2033
MEM 842.726562 1715768931.3038
MEM 842.726562 1715768931.4042
MEM 842.726562 1715768931.5044
MEM 889.851562 1715768931.6084
MEM 908.351562 1715768931.7089
MEM 842.808594 1715768931.8092
MEM 861.558594 1715768931.9095
MEM 817.242188 1715768932.0098
MEM 831.992188 1715768932.1102
MEM 927.117188 1715768932.2105
MEM 927.117188 1715768932.3109
MEM 927.117188 1715768932.4112
MEM 927.117188 1715768932.5115
MEM 824.050781 1715768932.6118
MEM 833.425781 1715768932.7122
MEM 833.425781 1715768932.8124
MEM 842.925781 1715768932.9127
MEM 842.925781 1715768933.0130
MEM 842.925781 1715768933.1138
MEM 842.925781 1715768933.2141
MEM 842.925781 1715768933.3144
MEM 927.175781 1715768933.4148
MEM 839.777344 1715768933.5151
MEM 839.777344 1715768933.6154
MEM 839.777344 1715768933.7158
MEM 848.902344 1715768933.8161
MEM 848.902344 1715768933.9165
MEM 927.152344 1715768934.0171
MEM 927.152344 1715768934.1311
MEM 927.152344 1715768934.2567
MEM 833.507812 1715768934.3570
MEM 833.507812 1715768934.4574
MEM 842.757812 1715768934.5610
MEM 842.757812 1715768934.6614
MEM 908.382812 1715768934.7667
MEM 908.382812 1715768934.8669
MEM 908.382812 1715768934.9672
MEM 870.535156 1715768935.0675
MEM 842.917969 1715768935.1678
MEM 842.917969 1715768935.2681
MEM 842.917969 1715768935.3685
MEM 896.667969 1715768935.4689
MEM 927.167969 1715768935.5694
MEM 927.167969 1715768935.6706
MEM 927.167969 1715768935.7709
MEM 927.167969 1715768935.8712
MEM 927.167969 1715768935.9715
MEM 814.816406 1715768936.0719
MEM 814.816406 1715768936.1722
MEM 908.441406 1715768936.2725
MEM 908.441406 1715768936.3729
MEM 908.441406 1715768936.4732
MEM 908.441406 1715768936.5735
MEM 833.464844 1715768936.6738
MEM 842.839844 1715768936.7742
MEM 842.839844 1715768936.8746
MEM 870.589844 1715768936.9827
MEM 927.214844 1715768937.0830
MEM 927.214844 1715768937.1833
MEM 927.214844 1715768937.2836
MEM 833.671875 1715768937.3840
MEM 833.671875 1715768937.4879
MEM 833.671875 1715768937.5882
MEM 833.671875 1715768937.6885
MEM 842.671875 1715768937.7888
MEM 842.671875 1715768937.8891
MEM 866.671875 1715768937.9987
MEM 927.171875 1715768938.0990
MEM 823.890625 1715768938.1993
MEM 833.390625 1715768938.2996
MEM 833.390625 1715768938.3999
MEM 833.390625 1715768938.5002
MEM 842.890625 1715768938.6004
MEM 842.890625 1715768938.7008
MEM 889.640625 1715768938.8011
MEM 927.265625 1715768938.9014
MEM 927.265625 1715768939.0019
MEM 927.265625 1715768939.1023
MEM 927.265625 1715768939.2042
MEM 927.265625 1715768939.3046
MEM 814.980469 1715768939.4049
MEM 851.980469 1715768939.5052
MEM 927.105469 1715768939.6055
MEM 927.105469 1715768939.7058
MEM 833.531250 1715768939.8061
MEM 842.781250 1715768939.9064
MEM 842.781250 1715768940.0067
MEM 842.781250 1715768940.1070
MEM 842.781250 1715768940.2073
MEM 927.031250 1715768940.3107
MEM 927.031250 1715768940.4110
MEM 830.320312 1715768940.5307
MEM 839.570312 1715768940.6313
MEM 839.570312 1715768940.7316
MEM 839.570312 1715768940.8319
MEM 839.570312 1715768940.9323
MEM 839.570312 1715768941.0326
MEM 839.570312 1715768941.1329
MEM 839.570312 1715768941.2332
MEM 905.945312 1715768941.3335
MEM 852.300781 1715768941.4338
MEM 852.300781 1715768941.5344
MEM 814.890625 1715768941.6347
MEM 814.890625 1715768941.7350
MEM 903.890625 1715768941.8387
MEM 908.265625 1715768941.9390
MEM 908.265625 1715768942.0393
MEM 842.738281 1715768942.1396
MEM 842.738281 1715768942.2399
MEM 842.738281 1715768942.3402
MEM 842.738281 1715768942.4405
MEM 908.238281 1715768942.5427
MEM 852.269531 1715768942.6430
MEM 852.269531 1715768942.7433
MEM 814.765625 1715768942.8436
MEM 814.765625 1715768942.9438
MEM 866.140625 1715768943.0441
MEM 927.140625 1715768943.1444
MEM 927.140625 1715768943.2447
MEM 927.140625 1715768943.3450
MEM 852.351562 1715768943.4454
MEM 852.351562 1715768943.5458
MEM 814.847656 1715768943.6462
MEM 814.847656 1715768943.7464
MEM 814.847656 1715768943.8467
MEM 908.347656 1715768943.9472
MEM 908.347656 1715768944.0475
MEM 908.347656 1715768944.1478
MEM 908.347656 1715768944.2481
MEM 833.363281 1715768944.3485
MEM 842.863281 1715768944.4488
MEM 842.863281 1715768944.5492
MEM 870.988281 1715768944.6495
MEM 927.113281 1715768944.7498
MEM 927.113281 1715768944.8500
MEM 927.113281 1715768944.9503
MEM 833.585938 1715768945.0507
MEM 833.585938 1715768945.1519
MEM 842.835938 1715768945.2540
MEM 842.835938 1715768945.3543
MEM 888.085938 1715768945.4546
MEM 927.085938 1715768945.5549
MEM 908.550781 1715768945.6552
MEM 908.550781 1715768945.7557
MEM 852.425781 1715768945.8560
MEM 852.425781 1715768945.9563
MEM 814.921875 1715768946.0567
